 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, rowcost
A mixolydian (3#), 1+0:0:0:0:0, 7+0:6:1:2:3, 3+0:1:0:0:0, 4+0:2:0:0:0, 1+0:0:0:0:0, 7+1:4:2:1:3, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:5:2:1:3, 0+0:0:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 5+0:2:1:0:1, 2+0:0:0:0:0, 4+0:2:0:0:0, 3+0:2:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 7+0:5:2:1:3, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:5:2:1:3, 0+0:0:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 5+0:2:1:0:1, 2+0:0:0:0:0, 5+0:3:0:0:0, 3+0:1:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 100+1:43:11:6:17
Eb aeolian (3b), 3+0:0:0:0:0, 6+0:0:1:2:3, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 9+1:2:2:1:4, 3+0:1:0:0:1, 1+0:0:0:0:0, 4+0:0:2:1:3, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 3+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:2:1:3, 3+0:1:0:0:1, 1+0:0:0:0:0, 4+0:0:2:1:3, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 94+1:7:11:6:23
A aeolian (3#), 1+0:0:0:0:0, 7+0:6:1:2:4, 4+0:1:0:0:0, 5+0:2:0:0:1, 2+0:0:0:0:0, 7+1:4:2:1:4, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:5:2:1:4, 0+0:0:0:0:0, 4+0:1:0:0:0, 3+0:0:0:0:0, 5+0:2:1:0:2, 2+0:0:0:0:0, 5+0:2:0:0:1, 4+0:2:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 7+0:5:2:1:4, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:5:2:1:4, 1+0:0:0:0:0, 4+0:1:0:0:0, 3+0:0:0:0:0, 5+0:2:1:0:2, 2+0:0:0:0:0, 6+0:3:0:0:1, 3+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 122+1:43:11:6:30
Eb locrian (3b), 4+0:0:0:0:2, 6+0:0:1:2:3, 4+0:0:0:0:1, 5+0:0:0:0:1, 4+0:0:0:0:1, 10+1:2:2:1:3, 4+0:1:0:0:2, 2+0:0:0:0:1, 4+0:0:2:1:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:2, 5+0:0:1:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:2, 4+0:1:0:0:2, 4+0:1:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:2:1:1, 4+0:1:0:0:2, 2+0:0:0:0:1, 4+0:0:2:1:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:2, 5+0:0:1:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 5+0:0:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:2, 4+0:1:0:0:2, 4+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 0+0:0:0:0:0, 148+1:7:11:6:51
A locrian (3#), 0+0:0:0:0:0, 7+0:0:1:2:3, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 6+2:0:1:1:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:2:1:3, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:1:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 7+0:0:2:1:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:2:1:3, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:1:0:1, 1+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 77+2:0:10:6:18
Ab major (4b), 4+0:0:0:0:1, 6+0:0:1:2:2, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 10+1:2:2:1:3, 4+0:1:0:0:1, 2+0:0:0:0:0, 4+0:0:2:1:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:1:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:1:0:0:1, 4+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:2:1:2, 4+0:1:0:0:1, 2+0:0:0:0:0, 4+0:0:2:1:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:1:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 126+1:7:11:6:24
E major (4#), 2+0:0:0:0:0, 7+0:6:1:2:4, 5+0:1:0:0:0, 6+0:2:0:0:1, 3+0:0:0:0:0, 8+1:4:2:1:4, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:5:2:1:4, 1+0:0:0:0:0, 5+0:1:0:0:0, 4+0:0:0:0:0, 6+0:2:1:0:2, 3+0:0:0:0:0, 5+0:2:0:0:2, 5+0:2:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 7+0:5:2:1:4, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:5:2:1:4, 2+0:0:0:0:0, 5+0:1:0:0:0, 4+0:0:0:0:0, 6+0:2:1:0:2, 3+0:0:0:0:0, 6+0:3:0:0:2, 4+0:1:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 5+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 154+1:43:11:6:32
F minor (4b), 3+0:0:0:0:0, 6+0:0:1:2:3, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 10+1:2:2:1:4, 3+0:1:0:0:1, 1+0:0:0:0:0, 4+0:0:2:1:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:1, 3+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:2:1:3, 3+0:1:0:0:1, 1+0:0:0:0:0, 4+0:0:2:1:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 99+1:7:11:6:23
C# minor (4#), 3+0:0:0:0:1, 7+0:6:1:2:4, 5+0:1:0:0:4, 6+0:2:0:0:5, 3+0:0:0:0:2, 7+1:4:1:1:4, 2+0:0:0:0:1, 1+0:0:0:0:0, 5+0:5:2:1:4, 1+0:0:0:0:0, 5+0:1:0:0:3, 5+0:0:0:0:3, 6+0:2:1:0:4, 3+0:0:0:0:2, 5+0:2:0:0:5, 5+0:2:0:0:4, 4+0:0:0:0:2, 2+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:2, 6+0:5:2:1:5, 2+0:0:0:0:1, 1+0:0:0:0:0, 5+0:5:2:1:4, 2+0:0:0:0:1, 5+0:1:0:0:3, 5+0:0:0:0:3, 6+0:2:1:0:4, 3+0:0:0:0:2, 6+0:3:0:0:6, 4+0:1:0:0:3, 4+0:0:0:0:2, 3+0:0:0:0:2, 4+0:0:0:0:3, 6+0:1:0:0:4, 3+0:0:0:0:1, 1+0:0:0:0:1, 4+0:0:0:0:3, 5+0:0:0:0:3, 2+0:0:0:0:2, 0+0:0:0:0:0, 159+1:43:10:6:107
F minor mel (4b), 2+0:0:0:0:0, 6+0:0:1:2:3, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 9+1:2:2:1:4, 2+0:1:0:0:1, 0+0:0:0:0:0, 4+0:0:2:1:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 2+0:1:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:2:1:3, 2+0:1:0:0:1, 0+0:0:0:0:0, 4+0:0:2:1:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 67+1:7:11:6:23
C# minor mel (4#), 4+0:0:0:0:1, 7+0:6:1:2:4, 6+0:1:0:0:4, 7+0:2:0:0:5, 4+0:0:0:0:2, 8+1:4:1:1:4, 3+0:0:0:0:1, 1+0:0:0:0:0, 5+0:5:2:1:4, 1+0:0:0:0:0, 5+0:1:0:0:3, 5+0:0:0:0:3, 6+0:2:1:0:4, 4+0:0:0:0:2, 5+0:2:0:0:5, 5+0:2:0:0:4, 4+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:2, 6+0:5:2:1:5, 3+0:0:0:0:1, 1+0:0:0:0:0, 5+0:5:2:1:4, 2+0:0:0:0:1, 5+0:1:0:0:3, 5+0:0:0:0:3, 6+0:2:1:0:4, 4+0:0:0:0:2, 6+0:3:0:0:6, 4+0:1:0:0:3, 5+0:0:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:3, 6+0:1:0:0:4, 3+0:0:0:0:1, 2+0:0:0:0:1, 5+0:0:0:0:3, 5+0:0:0:0:3, 3+0:0:0:0:2, 0+0:0:0:0:0, 177+1:43:10:6:107
Ab major blues (4b), 5+0:0:0:0:3, 6+0:0:0:2:3, 5+0:0:0:0:2, 6+0:0:0:0:2, 5+0:0:0:0:2, 10+1:2:1:1:5, 5+0:1:0:0:3, 2+0:0:0:0:1, 4+0:0:1:1:1, 2+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:2, 5+0:0:0:0:2, 4+0:0:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:2, 4+0:1:0:0:3, 5+0:1:0:0:3, 2+0:0:0:0:1, 4+0:0:0:0:2, 5+0:0:1:1:1, 5+0:1:0:0:3, 2+0:0:0:0:1, 4+0:0:1:1:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:2, 5+0:0:0:0:2, 4+0:0:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:3, 5+0:0:0:0:2, 5+0:0:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:2, 4+0:1:0:0:3, 5+0:0:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:2, 1+0:0:0:0:0, 172+1:7:4:6:72
E major blues (4#), 3+0:0:0:0:0, 7+0:6:1:2:4, 6+0:1:0:0:1, 7+0:2:0:0:2, 4+0:0:0:0:0, 9+1:4:2:1:4, 3+0:0:0:0:0, 1+0:0:0:0:0, 5+0:5:2:1:4, 1+0:0:0:0:0, 5+0:1:0:0:1, 4+0:0:0:0:0, 6+0:2:1:0:2, 4+0:0:0:0:0, 5+0:2:0:0:2, 5+0:2:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 7+0:5:2:1:4, 3+0:0:0:0:0, 1+0:0:0:0:0, 5+0:5:2:1:4, 2+0:0:0:0:0, 5+0:1:0:0:1, 4+0:0:0:0:0, 6+0:2:1:0:2, 4+0:0:0:0:0, 6+0:3:0:0:3, 4+0:1:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 5+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 172+1:43:11:6:38
F minor blues (4b), 5+0:0:0:0:3, 6+0:0:0:2:3, 5+0:0:0:0:2, 6+0:0:0:0:2, 5+0:0:0:0:2, 10+1:2:1:1:5, 5+0:1:0:0:3, 2+0:0:0:0:1, 4+0:0:1:1:1, 2+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:2, 5+0:0:0:0:2, 4+0:0:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:2, 4+0:1:0:0:3, 5+0:1:0:0:3, 2+0:0:0:0:1, 4+0:0:0:0:2, 5+0:0:1:1:1, 5+0:1:0:0:3, 2+0:0:0:0:1, 4+0:0:1:1:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:2, 5+0:0:0:0:2, 4+0:0:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:3, 5+0:0:0:0:2, 5+0:0:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:2, 4+0:1:0:0:3, 5+0:0:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:2, 1+0:0:0:0:0, 172+1:7:4:6:72
C# minor blues (4#), 3+0:0:0:0:0, 7+0:6:1:2:4, 6+0:1:0:0:1, 7+0:2:0:0:2, 4+0:0:0:0:0, 9+1:4:2:1:4, 3+0:0:0:0:0, 1+0:0:0:0:0, 5+0:5:2:1:4, 1+0:0:0:0:0, 5+0:1:0:0:1, 4+0:0:0:0:0, 6+0:2:1:0:2, 4+0:0:0:0:0, 5+0:2:0:0:2, 5+0:2:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 7+0:5:2:1:4, 3+0:0:0:0:0, 1+0:0:0:0:0, 5+0:5:2:1:4, 2+0:0:0:0:0, 5+0:1:0:0:1, 4+0:0:0:0:0, 6+0:2:1:0:2, 4+0:0:0:0:0, 6+0:3:0:0:3, 4+0:1:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 5+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 172+1:43:11:6:38
Ab dorian (4b), 3+0:0:0:0:0, 6+0:0:1:2:3, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 9+1:2:2:1:4, 3+0:1:0:0:1, 1+0:0:0:0:0, 4+0:0:2:1:3, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 3+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:2:1:3, 3+0:1:0:0:1, 1+0:0:0:0:0, 4+0:0:2:1:3, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 94+1:7:11:6:23
E dorian (4#), 3+0:0:0:0:0, 7+0:6:1:2:4, 6+0:1:0:0:1, 7+0:2:0:0:2, 4+0:0:0:0:0, 9+1:4:2:1:4, 3+0:0:0:0:0, 1+0:0:0:0:0, 5+0:5:2:1:4, 1+0:0:0:0:0, 5+0:1:0:0:1, 4+0:0:0:0:0, 6+0:2:1:0:2, 4+0:0:0:0:0, 5+0:2:0:0:2, 5+0:2:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 7+0:5:2:1:4, 3+0:0:0:0:0, 1+0:0:0:0:0, 5+0:5:2:1:4, 2+0:0:0:0:0, 5+0:1:0:0:1, 4+0:0:0:0:0, 6+0:2:1:0:2, 4+0:0:0:0:0, 6+0:3:0:0:3, 4+0:1:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 5+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 172+1:43:11:6:38
Ab phrygian (4b), 4+0:0:0:0:2, 6+0:0:1:2:3, 4+0:0:0:0:1, 5+0:0:0:0:1, 4+0:0:0:0:1, 10+1:2:2:1:3, 4+0:1:0:0:2, 2+0:0:0:0:1, 4+0:0:2:1:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:2, 5+0:0:1:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:2, 4+0:1:0:0:2, 4+0:1:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:2:1:1, 4+0:1:0:0:2, 2+0:0:0:0:1, 4+0:0:2:1:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:2, 5+0:0:1:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 5+0:0:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:2, 4+0:1:0:0:2, 4+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 0+0:0:0:0:0, 148+1:7:11:6:51
E phrygian (4#), 1+0:0:0:0:0, 7+0:6:1:2:4, 4+0:1:0:0:0, 5+0:2:0:0:1, 2+0:0:0:0:0, 7+1:4:2:1:4, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:5:2:1:4, 0+0:0:0:0:0, 4+0:1:0:0:0, 3+0:0:0:0:0, 5+0:2:1:0:2, 2+0:0:0:0:0, 5+0:2:0:0:1, 4+0:2:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 7+0:5:2:1:4, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:5:2:1:4, 1+0:0:0:0:0, 4+0:1:0:0:0, 3+0:0:0:0:0, 5+0:2:1:0:2, 2+0:0:0:0:0, 6+0:3:0:0:1, 3+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 122+1:43:11:6:30
Ab lydian (4b), 3+0:0:0:0:0, 6+0:0:1:2:3, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 9+1:2:2:1:4, 3+0:1:0:0:1, 1+0:0:0:0:0, 4+0:0:2:1:3, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 3+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:2:1:3, 3+0:1:0:0:1, 1+0:0:0:0:0, 4+0:0:2:1:3, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 94+1:7:11:6:23
E lydian (4#), 3+0:0:0:0:0, 7+0:6:1:2:4, 6+0:1:0:0:1, 7+0:2:0:0:2, 4+0:0:0:0:0, 9+1:4:2:1:4, 3+0:0:0:0:0, 1+0:0:0:0:0, 5+0:5:2:1:4, 1+0:0:0:0:0, 5+0:1:0:0:1, 4+0:0:0:0:0, 6+0:2:1:0:2, 4+0:0:0:0:0, 5+0:2:0:0:2, 5+0:2:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 7+0:5:2:1:4, 3+0:0:0:0:0, 1+0:0:0:0:0, 5+0:5:2:1:4, 2+0:0:0:0:0, 5+0:1:0:0:1, 4+0:0:0:0:0, 6+0:2:1:0:2, 4+0:0:0:0:0, 6+0:3:0:0:3, 4+0:1:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 5+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 172+1:43:11:6:38
Ab mixolydian (4b), 4+0:0:0:0:2, 6+0:0:1:2:3, 4+0:0:0:0:1, 5+0:0:0:0:1, 4+0:0:0:0:1, 10+1:2:2:1:3, 4+0:1:0:0:2, 2+0:0:0:0:1, 4+0:0:2:1:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:2, 5+0:0:1:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:2, 4+0:1:0:0:2, 4+0:1:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:2:1:1, 4+0:1:0:0:2, 2+0:0:0:0:1, 4+0:0:2:1:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:2, 5+0:0:1:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 5+0:0:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:2, 4+0:1:0:0:2, 4+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 0+0:0:0:0:0, 148+1:7:11:6:51
E mixolydian (4#), 1+0:0:0:0:0, 7+0:6:1:2:4, 4+0:1:0:0:0, 5+0:2:0:0:1, 2+0:0:0:0:0, 7+1:4:2:1:4, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:5:2:1:4, 0+0:0:0:0:0, 4+0:1:0:0:0, 3+0:0:0:0:0, 5+0:2:1:0:2, 2+0:0:0:0:0, 5+0:2:0:0:1, 4+0:2:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 7+0:5:2:1:4, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:5:2:1:4, 1+0:0:0:0:0, 4+0:1:0:0:0, 3+0:0:0:0:0, 5+0:2:1:0:2, 2+0:0:0:0:0, 6+0:3:0:0:1, 3+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 122+1:43:11:6:30
Ab aeolian (4b), 4+0:0:0:0:1, 6+0:0:1:2:2, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 10+1:2:2:1:3, 4+0:1:0:0:1, 2+0:0:0:0:0, 4+0:0:2:1:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:1:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:1:0:0:1, 4+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:2:1:2, 4+0:1:0:0:1, 2+0:0:0:0:0, 4+0:0:2:1:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:1:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 126+1:7:11:6:24
