 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, rowcost
G# minor blues (5#), 4+0:0:0:0:1, 4+0:0:0:0:0, 7+0:1:0:0:1, 6+0:1:0:0:1, 3+0:0:0:0:0, 5+0:1:0:0:2, 9+0:2:0:0:3, 5+0:0:0:0:1, 1+0:0:0:0:0, 4+0:2:0:0:3, 6+0:3:1:0:4, 4+0:2:0:0:2, 6+0:2:0:0:3, 5+0:1:0:0:1, 5+0:1:0:0:1, 2+0:0:0:0:0, 5+1:1:0:0:2, 4+0:0:0:0:0, 7+0:1:0:0:1, 5+0:0:0:0:0, 8+1:4:2:0:4, 5+0:1:0:0:2, 8+1:4:1:0:5, 8+0:2:0:0:3, 5+0:0:0:0:1, 6+0:2:0:0:3, 7+0:2:0:0:3, 6+0:0:0:0:1, 6+0:0:0:0:0, 4+0:1:0:0:1, 7+0:2:1:0:3, 4+1:1:0:0:1, 6+0:3:0:0:4, 5+0:2:0:0:3, 7+0:3:0:0:3, 6+0:2:0:0:3, 3+0:0:0:0:0, 198+4:47:5:0:66
Db dorian (5b), 4+0:1:0:0:2, 3+0:0:0:0:1, 7+0:2:0:0:3, 6+0:1:0:0:2, 4+0:1:0:0:2, 2+0:0:0:0:0, 5+0:1:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:1:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:0:0:2, 3+0:1:0:0:2, 4+1:1:0:0:2, 3+0:0:0:0:1, 7+0:2:0:0:3, 5+0:1:0:0:2, 8+0:1:2:0:4, 2+0:0:0:0:0, 5+1:1:1:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:1, 3+0:2:0:0:2, 6+0:1:1:0:3, 4+1:2:0:0:3, 1+0:0:0:0:0, 4+0:1:0:0:1, 5+0:0:0:0:1, 4+0:0:0:0:0, 3+0:1:0:0:2, 131+3:22:5:0:43
B dorian (5#), 4+0:0:0:0:1, 4+0:0:0:0:0, 7+0:1:0:0:1, 6+0:1:0:0:1, 3+0:0:0:0:0, 5+0:1:0:0:2, 9+0:2:0:0:3, 5+0:0:0:0:1, 1+0:0:0:0:0, 4+0:2:0:0:3, 6+0:3:1:0:4, 4+0:2:0:0:2, 6+0:2:0:0:3, 5+0:1:0:0:1, 5+0:1:0:0:1, 2+0:0:0:0:0, 5+1:1:0:0:2, 4+0:0:0:0:0, 7+0:1:0:0:1, 5+0:0:0:0:0, 8+1:4:2:0:4, 5+0:1:0:0:2, 8+1:4:1:0:5, 8+0:2:0:0:3, 5+0:0:0:0:1, 6+0:2:0:0:3, 7+0:2:0:0:3, 6+0:0:0:0:1, 6+0:0:0:0:0, 3+0:1:0:0:1, 7+0:2:1:0:3, 3+1:1:0:0:1, 6+0:3:0:0:4, 5+0:2:0:0:3, 7+0:3:0:0:3, 6+0:2:0:0:3, 3+0:0:0:0:0, 196+4:47:5:0:66
Db phrygian (5b), 5+0:1:0:0:3, 5+0:0:0:0:2, 9+0:2:0:0:4, 8+0:1:0:0:4, 5+0:1:0:0:3, 3+0:0:0:0:1, 7+0:1:0:0:3, 4+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 6+0:2:0:0:4, 4+0:1:0:0:2, 5+1:1:0:0:3, 5+0:0:0:0:2, 9+0:2:0:0:4, 7+0:1:0:0:4, 8+0:1:2:0:3, 3+0:0:0:0:1, 4+1:1:0:0:3, 6+0:0:0:0:2, 4+0:0:0:0:2, 3+0:0:0:0:1, 6+0:0:0:0:2, 6+0:0:0:0:3, 7+0:0:0:0:3, 4+0:2:0:0:2, 8+0:1:1:0:3, 5+1:2:0:0:4, 2+0:0:0:0:0, 5+0:1:0:0:2, 7+0:0:0:0:2, 5+0:0:0:0:1, 5+0:1:0:0:3, 182+3:22:3:0:79
B phrygian (5#), 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:1:0:0:2, 4+0:1:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:0, 7+0:2:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:2:0:0:2, 6+0:3:1:0:2, 4+0:2:0:0:1, 6+0:2:0:0:1, 4+0:1:0:0:1, 4+0:1:0:0:1, 2+0:0:0:0:0, 4+1:1:0:0:1, 2+0:0:0:0:0, 5+0:1:0:0:2, 3+0:0:0:0:0, 6+2:3:1:0:2, 4+0:1:0:0:0, 7+1:4:1:0:3, 6+0:2:0:0:1, 3+0:0:0:0:0, 6+0:2:0:0:2, 6+0:2:0:0:2, 4+0:0:0:0:0, 4+0:1:0:0:0, 4+0:1:0:0:2, 6+0:0:0:0:0, 2+1:1:0:0:1, 6+0:3:0:0:2, 4+0:2:0:0:2, 6+0:3:0:0:2, 5+0:2:0:0:2, 2+0:0:0:0:0, 156+5:45:3:0:35
Db lydian (5b), 4+0:1:0:0:2, 3+0:0:0:0:1, 7+0:2:0:0:3, 6+0:1:0:0:2, 4+0:1:0:0:2, 2+0:0:0:0:0, 5+0:1:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:1:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:0:0:2, 3+0:1:0:0:2, 4+1:1:0:0:2, 3+0:0:0:0:1, 7+0:2:0:0:3, 5+0:1:0:0:2, 8+0:1:2:0:4, 2+0:0:0:0:0, 5+1:1:1:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:1, 3+0:2:0:0:2, 6+0:1:1:0:3, 4+1:2:0:0:3, 1+0:0:0:0:0, 4+0:1:0:0:1, 5+0:0:0:0:1, 4+0:0:0:0:0, 3+0:1:0:0:2, 131+3:22:5:0:43
B lydian (5#), 4+0:0:0:0:1, 4+0:0:0:0:0, 7+0:1:0:0:1, 6+0:1:0:0:1, 3+0:0:0:0:0, 5+0:1:0:0:2, 9+0:2:0:0:3, 5+0:0:0:0:1, 1+0:0:0:0:0, 4+0:2:0:0:3, 6+0:3:1:0:4, 4+0:2:0:0:2, 6+0:2:0:0:3, 5+0:1:0:0:1, 5+0:1:0:0:1, 2+0:0:0:0:0, 5+1:1:0:0:2, 4+0:0:0:0:0, 7+0:1:0:0:1, 5+0:0:0:0:0, 8+1:4:2:0:4, 5+0:1:0:0:2, 8+1:4:1:0:5, 8+0:2:0:0:3, 5+0:0:0:0:1, 6+0:2:0:0:3, 7+0:2:0:0:3, 6+0:0:0:0:1, 6+0:0:0:0:0, 3+0:1:0:0:1, 7+0:2:1:0:3, 3+1:1:0:0:1, 6+0:3:0:0:4, 5+0:2:0:0:3, 7+0:3:0:0:3, 6+0:2:0:0:3, 3+0:0:0:0:0, 196+4:47:5:0:66
Db mixolydian (5b), 5+0:1:0:0:3, 5+0:0:0:0:2, 9+0:2:0:0:4, 8+0:1:0:0:4, 5+0:1:0:0:3, 3+0:0:0:0:1, 7+0:1:0:0:3, 4+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 6+0:2:0:0:4, 4+0:1:0:0:2, 5+1:1:0:0:3, 5+0:0:0:0:2, 9+0:2:0:0:4, 7+0:1:0:0:4, 8+0:1:2:0:3, 3+0:0:0:0:1, 4+1:1:0:0:3, 6+0:0:0:0:2, 4+0:0:0:0:2, 3+0:0:0:0:1, 6+0:0:0:0:2, 6+0:0:0:0:3, 7+0:0:0:0:3, 4+0:2:0:0:2, 8+0:1:1:0:3, 5+1:2:0:0:4, 2+0:0:0:0:0, 5+0:1:0:0:2, 7+0:0:0:0:2, 5+0:0:0:0:1, 5+0:1:0:0:3, 182+3:22:3:0:79
B mixolydian (5#), 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:1:0:0:2, 4+0:1:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:0, 7+0:2:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:2:0:0:2, 6+0:3:1:0:2, 4+0:2:0:0:1, 6+0:2:0:0:1, 4+0:1:0:0:1, 4+0:1:0:0:1, 2+0:0:0:0:0, 4+1:1:0:0:1, 2+0:0:0:0:0, 5+0:1:0:0:2, 3+0:0:0:0:0, 6+2:3:1:0:2, 4+0:1:0:0:0, 7+1:4:1:0:3, 6+0:2:0:0:1, 3+0:0:0:0:0, 6+0:2:0:0:2, 6+0:2:0:0:2, 4+0:0:0:0:0, 4+0:1:0:0:0, 4+0:1:0:0:2, 6+0:0:0:0:0, 2+1:1:0:0:1, 6+0:3:0:0:2, 4+0:2:0:0:2, 6+0:3:0:0:2, 5+0:2:0:0:2, 2+0:0:0:0:0, 156+5:45:3:0:35
Db aeolian (5b), 4+0:1:0:0:3, 4+0:0:0:0:2, 8+0:2:0:0:4, 7+0:1:0:0:3, 5+0:1:0:0:3, 3+0:0:0:0:0, 6+0:1:0:0:2, 3+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:1:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:2:0:0:3, 4+0:1:0:0:2, 4+1:1:0:0:3, 4+0:0:0:0:2, 8+0:2:0:0:4, 6+0:1:0:0:3, 8+0:1:2:0:2, 3+0:0:0:0:0, 5+1:1:1:0:2, 5+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:2, 6+0:0:0:0:2, 3+0:2:0:0:2, 7+0:1:1:0:2, 4+1:2:0:0:3, 1+0:0:0:0:0, 4+0:1:0:0:1, 6+0:0:0:0:2, 4+0:0:0:0:0, 4+0:1:0:0:3, 156+3:22:5:0:61
B aeolian (5#), 3+0:0:0:0:0, 3+0:0:0:0:0, 6+0:1:0:0:1, 5+0:1:0:0:1, 2+0:0:0:0:0, 5+0:1:0:0:1, 8+0:2:0:0:2, 4+0:0:0:0:0, 1+0:0:0:0:0, 4+0:2:0:0:2, 6+0:3:1:0:3, 4+0:2:0:0:2, 6+0:2:0:0:2, 5+0:1:0:0:1, 5+0:1:0:0:1, 2+0:0:0:0:0, 4+1:1:0:0:1, 3+0:0:0:0:0, 6+0:1:0:0:1, 4+0:0:0:0:0, 7+2:3:1:0:3, 5+0:1:0:0:1, 7+1:4:1:0:4, 7+0:2:0:0:2, 4+0:0:0:0:0, 6+0:2:0:0:2, 6+0:2:0:0:2, 5+0:0:0:0:0, 5+0:0:0:0:0, 3+0:1:0:0:1, 7+0:0:0:0:0, 3+1:1:0:0:1, 6+0:3:0:0:3, 5+0:2:0:0:2, 6+0:3:0:0:3, 6+0:2:0:0:2, 2+0:0:0:0:0, 176+5:44:3:0:44
Db locrian (5b), 6+0:1:0:0:4, 5+0:0:0:0:2, 9+0:2:0:0:5, 8+0:1:0:0:5, 5+0:1:0:0:3, 4+0:0:0:0:2, 8+0:1:0:0:4, 5+0:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 6+0:2:0:0:5, 4+0:1:0:0:3, 6+1:1:0:0:4, 5+0:0:0:0:2, 9+0:2:0:0:5, 7+0:1:0:0:5, 7+0:1:0:0:5, 4+0:0:0:0:2, 5+1:1:0:0:3, 7+0:0:0:0:3, 5+0:0:0:0:2, 4+0:0:0:0:1, 7+0:0:0:0:3, 7+0:0:0:0:4, 7+0:0:0:0:4, 4+0:2:0:0:3, 8+0:1:0:0:4, 5+1:2:0:0:4, 3+0:0:0:0:1, 5+0:1:0:0:2, 7+0:0:0:0:3, 6+0:0:0:0:2, 5+0:1:0:0:3, 198+3:22:0:0:104
B locrian (5#), 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 3+0:1:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 6+0:2:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:2:0:0:1, 5+0:4:1:0:2, 3+0:2:0:0:0, 5+0:2:0:0:0, 4+0:1:0:0:0, 3+0:1:0:0:0, 1+0:0:0:0:0, 3+1:1:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 6+2:3:1:0:2, 3+0:1:0:0:0, 7+1:4:1:0:3, 5+0:2:0:0:1, 3+0:0:0:0:0, 6+0:2:0:0:1, 5+0:2:0:0:2, 3+0:0:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:1, 5+0:0:0:0:1, 3+1:1:0:0:1, 5+0:3:0:0:1, 4+0:2:0:0:1, 5+0:3:0:0:1, 4+0:2:0:0:2, 2+0:0:0:0:0, 133+5:46:3:0:24
Gb major (6b), 5+0:1:0:0:3, 5+0:0:0:0:2, 9+0:2:0:0:4, 8+0:1:0:0:4, 5+0:1:0:0:3, 3+0:0:0:0:1, 7+0:1:0:0:3, 4+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 6+0:2:0:0:4, 4+0:1:0:0:2, 5+1:1:0:0:3, 5+0:0:0:0:2, 9+0:2:0:0:4, 7+0:1:0:0:4, 8+0:1:2:0:3, 3+0:0:0:0:1, 4+1:1:0:0:3, 6+0:0:0:0:2, 4+0:0:0:0:2, 3+0:0:0:0:1, 6+0:0:0:0:2, 6+0:0:0:0:3, 7+0:0:0:0:3, 4+0:2:0:0:2, 8+0:1:1:0:3, 5+1:2:0:0:4, 2+0:0:0:0:0, 5+0:1:0:0:2, 7+0:0:0:0:2, 5+0:0:0:0:1, 5+0:1:0:0:3, 182+3:22:3:0:79
F# major (6#), 4+0:0:0:0:1, 4+0:0:0:0:0, 7+0:1:0:0:1, 6+0:1:0:0:1, 3+0:0:0:0:0, 5+0:1:0:0:2, 9+0:2:0:0:3, 5+0:0:0:0:1, 1+0:0:0:0:0, 4+0:2:0:0:3, 6+0:3:1:0:4, 4+0:2:0:0:2, 6+0:2:0:0:3, 5+0:1:0:0:1, 5+0:1:0:0:1, 2+0:0:0:0:0, 5+1:1:0:0:2, 4+0:0:0:0:0, 7+0:1:0:0:1, 5+0:0:0:0:0, 8+1:4:2:0:4, 5+0:1:0:0:2, 8+1:4:1:0:5, 8+0:2:0:0:3, 5+0:0:0:0:1, 6+0:2:0:0:3, 7+0:2:0:0:3, 6+0:0:0:0:1, 6+0:0:0:0:0, 3+0:1:0:0:1, 7+0:2:1:0:3, 3+1:1:0:0:1, 6+0:3:0:0:4, 5+0:2:0:0:3, 7+0:3:0:0:3, 6+0:2:0:0:3, 3+0:0:0:0:0, 196+4:47:5:0:66
Eb minor (6b), 4+0:1:0:0:3, 5+0:0:0:0:1, 8+0:2:0:0:3, 7+0:1:0:0:3, 4+0:1:0:0:3, 2+0:0:0:0:0, 6+0:1:0:0:2, 4+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:2:0:0:3, 3+0:1:0:0:2, 4+1:1:0:0:3, 5+0:0:0:0:1, 8+0:2:0:0:3, 6+0:1:0:0:3, 9+0:1:2:0:2, 2+0:0:0:0:0, 5+1:1:0:0:2, 5+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:2, 6+0:0:0:0:2, 3+0:2:0:0:2, 7+0:1:1:0:2, 5+1:2:0:0:3, 1+0:0:0:0:0, 5+0:1:0:0:1, 6+0:0:0:0:2, 4+0:0:0:0:0, 5+0:1:0:0:3, 160+3:22:3:0:57
D# minor (6#), 4+0:0:0:0:3, 4+0:0:0:0:3, 7+0:1:0:0:5, 6+0:1:0:0:5, 3+0:0:0:0:2, 5+0:1:0:0:5, 9+0:2:0:0:7, 5+0:0:0:0:4, 1+0:0:0:0:1, 4+0:2:0:0:4, 6+0:3:1:0:5, 4+0:2:0:0:4, 6+0:2:0:0:6, 5+0:1:0:0:4, 5+0:1:0:0:4, 2+0:0:0:0:2, 5+1:1:0:0:4, 4+0:0:0:0:3, 7+0:1:0:0:5, 5+0:0:0:0:4, 9+1:4:2:0:6, 5+0:1:0:0:5, 8+1:4:1:0:7, 8+0:2:0:0:7, 5+0:0:0:0:4, 6+0:2:0:0:5, 7+0:2:0:0:6, 6+0:0:0:0:5, 6+0:0:0:0:4, 3+0:1:0:0:3, 7+0:2:1:0:7, 3+1:1:0:0:3, 6+0:3:0:0:6, 5+0:2:0:0:5, 7+0:3:0:0:6, 6+0:2:0:0:6, 3+0:0:0:0:2, 197+4:47:5:0:167
Eb minor mel (6b), 3+0:1:0:0:3, 4+0:0:0:0:2, 7+0:2:0:0:4, 6+0:1:0:0:3, 4+0:1:0:0:3, 2+0:0:0:0:0, 5+0:1:0:0:2, 3+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:1:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:2:0:0:3, 3+0:1:0:0:2, 3+1:1:0:0:3, 4+0:0:0:0:2, 7+0:2:0:0:4, 5+0:1:0:0:3, 9+0:1:2:0:2, 2+0:0:0:0:0, 6+1:1:1:0:2, 4+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:2, 2+0:2:0:0:2, 6+0:1:1:0:2, 4+1:2:0:0:3, 0+0:0:0:0:0, 4+0:1:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:0, 4+0:1:0:0:3, 134+3:22:5:0:61
D# minor mel (6#), 5+0:0:0:0:2, 5+0:0:0:0:3, 8+0:1:0:0:5, 7+0:1:0:0:5, 4+0:0:0:0:2, 5+0:1:0:0:5, 9+0:2:0:0:7, 5+0:0:0:0:4, 1+0:0:0:0:1, 4+0:2:0:0:4, 6+0:3:1:0:5, 4+0:2:0:0:4, 6+0:2:0:0:6, 5+0:1:0:0:4, 5+0:1:0:0:4, 3+0:0:0:0:2, 6+1:1:0:0:3, 5+0:0:0:0:3, 8+0:1:0:0:5, 6+0:0:0:0:4, 9+1:4:2:0:6, 5+0:1:0:0:5, 8+1:4:1:0:7, 8+0:2:0:0:7, 5+0:0:0:0:4, 6+0:2:0:0:5, 8+0:2:0:0:6, 7+0:0:0:0:5, 7+0:0:0:0:4, 3+0:1:0:0:3, 8+0:2:1:0:7, 4+1:1:0:0:3, 6+0:3:0:0:6, 5+0:2:0:0:5, 8+0:3:0:0:5, 6+0:2:0:0:6, 4+0:0:0:0:2, 214+4:47:5:0:164
Gb major blues (6b), 6+0:1:0:0:4, 5+0:0:0:0:4, 9+0:2:0:0:7, 8+0:1:0:0:6, 5+0:1:0:0:5, 5+0:0:0:0:3, 9+0:1:0:0:5, 5+0:0:0:0:3, 1+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:1:0:1, 3+0:0:0:0:2, 5+0:0:0:0:2, 4+0:0:0:0:2, 6+0:2:0:0:5, 4+0:1:0:0:4, 6+1:1:0:0:4, 5+0:0:0:0:4, 9+0:2:0:0:7, 7+0:1:0:0:6, 9+0:1:2:0:5, 5+0:0:0:0:3, 7+1:1:1:0:3, 8+0:0:0:0:4, 5+0:0:0:0:3, 4+0:0:0:0:2, 7+0:0:0:0:4, 7+0:0:0:0:5, 7+0:0:0:0:5, 4+0:2:0:0:3, 8+0:1:1:0:5, 5+1:2:0:0:4, 4+0:0:0:0:1, 5+0:1:0:0:2, 7+0:0:0:0:4, 6+0:0:0:0:2, 5+0:1:0:0:4, 211+3:22:5:0:134
F# major blues (6#), 5+0:0:0:0:2, 5+0:0:0:0:1, 8+0:1:0:0:2, 7+0:1:0:0:2, 4+0:0:0:0:0, 5+0:1:0:0:2, 9+0:2:0:0:4, 5+0:0:0:0:2, 1+0:0:0:0:0, 4+0:2:0:0:4, 6+0:3:1:0:4, 4+0:2:0:0:2, 6+0:2:0:0:4, 5+0:1:0:0:2, 5+0:1:0:0:2, 3+0:0:0:0:0, 6+1:1:0:0:3, 5+0:0:0:0:1, 8+0:1:0:0:2, 6+0:0:0:0:1, 8+1:4:2:0:4, 5+0:1:0:0:2, 8+1:4:1:0:6, 8+0:2:0:0:4, 5+0:0:0:0:2, 6+0:2:0:0:4, 8+0:2:0:0:4, 7+0:0:0:0:2, 7+0:0:0:0:1, 4+0:1:0:0:2, 8+0:2:1:0:4, 4+1:1:0:0:2, 6+0:3:0:0:5, 5+0:2:0:0:4, 8+0:3:0:0:4, 6+0:2:0:0:4, 4+0:0:0:0:1, 214+4:47:5:0:95
Eb minor blues (6b), 6+0:1:0:0:4, 5+0:0:0:0:4, 9+0:2:0:0:7, 8+0:1:0:0:6, 5+0:1:0:0:5, 5+0:0:0:0:3, 9+0:1:0:0:5, 5+0:0:0:0:3, 1+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:1:0:1, 3+0:0:0:0:2, 5+0:0:0:0:2, 4+0:0:0:0:2, 6+0:2:0:0:5, 4+0:1:0:0:4, 6+1:1:0:0:4, 5+0:0:0:0:4, 9+0:2:0:0:7, 7+0:1:0:0:6, 9+0:1:2:0:5, 5+0:0:0:0:3, 7+1:1:1:0:3, 8+0:0:0:0:4, 5+0:0:0:0:3, 4+0:0:0:0:2, 7+0:0:0:0:4, 7+0:0:0:0:5, 7+0:0:0:0:5, 4+0:2:0:0:3, 8+0:1:1:0:5, 5+1:2:0:0:4, 4+0:0:0:0:1, 5+0:1:0:0:2, 7+0:0:0:0:4, 6+0:0:0:0:2, 5+0:1:0:0:4, 211+3:22:5:0:134
D# minor blues (6#), 5+0:0:0:0:2, 5+0:0:0:0:3, 8+0:1:0:0:5, 7+0:1:0:0:5, 4+0:0:0:0:2, 5+0:1:0:0:5, 9+0:2:0:0:7, 5+0:0:0:0:4, 1+0:0:0:0:1, 4+0:2:0:0:4, 6+0:3:1:0:5, 4+0:2:0:0:4, 6+0:2:0:0:6, 5+0:1:0:0:4, 5+0:1:0:0:4, 3+0:0:0:0:2, 6+1:1:0:0:3, 5+0:0:0:0:3, 8+0:1:0:0:5, 6+0:0:0:0:4, 8+1:4:2:0:6, 5+0:1:0:0:5, 8+1:4:1:0:7, 8+0:2:0:0:7, 5+0:0:0:0:4, 6+0:2:0:0:5, 8+0:2:0:0:6, 7+0:0:0:0:5, 7+0:0:0:0:4, 4+0:1:0:0:3, 8+0:2:1:0:7, 4+1:1:0:0:3, 6+0:3:0:0:6, 5+0:2:0:0:5, 8+0:3:0:0:5, 6+0:2:0:0:6, 4+0:0:0:0:2, 214+4:47:5:0:164
Gb dorian (6b), 4+0:1:0:0:3, 4+0:0:0:0:2, 8+0:2:0:0:4, 7+0:1:0:0:3, 5+0:1:0:0:3, 3+0:0:0:0:0, 6+0:1:0:0:2, 3+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:1:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:2:0:0:3, 4+0:1:0:0:2, 4+1:1:0:0:3, 4+0:0:0:0:2, 8+0:2:0:0:4, 6+0:1:0:0:3, 8+0:1:2:0:2, 3+0:0:0:0:0, 5+1:1:1:0:2, 5+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:2, 6+0:0:0:0:2, 3+0:2:0:0:2, 7+0:1:1:0:2, 4+1:2:0:0:3, 1+0:0:0:0:0, 4+0:1:0:0:1, 6+0:0:0:0:2, 4+0:0:0:0:0, 4+0:1:0:0:3, 156+3:22:5:0:61
F# dorian (6#), 5+0:0:0:0:1, 5+0:0:0:0:1, 8+0:1:0:0:2, 7+0:1:0:0:2, 4+0:0:0:0:0, 5+0:1:0:0:2, 9+0:2:0:0:4, 5+0:0:0:0:2, 1+0:0:0:0:0, 4+0:2:0:0:4, 6+0:3:1:0:4, 4+0:2:0:0:2, 6+0:2:0:0:4, 5+0:1:0:0:2, 5+0:1:0:0:2, 3+0:0:0:0:0, 6+1:1:0:0:2, 5+0:0:0:0:1, 8+0:1:0:0:2, 6+0:0:0:0:1, 8+1:4:2:0:4, 5+0:1:0:0:2, 8+1:4:1:0:6, 8+0:2:0:0:4, 5+0:0:0:0:2, 6+0:2:0:0:4, 8+0:2:0:0:4, 7+0:0:0:0:2, 7+0:0:0:0:1, 3+0:1:0:0:2, 8+0:2:1:0:4, 4+1:1:0:0:2, 6+0:3:0:0:5, 5+0:2:0:0:4, 8+0:3:0:0:3, 6+0:2:0:0:4, 4+0:0:0:0:1, 213+4:47:5:0:92
Gb phrygian (6b), 6+0:1:0:0:4, 5+0:0:0:0:2, 9+0:2:0:0:5, 8+0:1:0:0:5, 5+0:1:0:0:3, 4+0:0:0:0:2, 8+0:1:0:0:4, 5+0:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 6+0:2:0:0:5, 4+0:1:0:0:3, 6+1:1:0:0:4, 5+0:0:0:0:2, 9+0:2:0:0:5, 7+0:1:0:0:5, 7+0:1:0:0:5, 4+0:0:0:0:2, 5+1:1:0:0:3, 7+0:0:0:0:3, 5+0:0:0:0:2, 4+0:0:0:0:1, 7+0:0:0:0:3, 7+0:0:0:0:4, 7+0:0:0:0:4, 4+0:2:0:0:3, 8+0:1:0:0:4, 5+1:2:0:0:4, 3+0:0:0:0:1, 5+0:1:0:0:2, 7+0:0:0:0:3, 6+0:0:0:0:2, 5+0:1:0:0:3, 198+3:22:0:0:104
F# phrygian (6#), 3+0:0:0:0:0, 3+0:0:0:0:0, 6+0:1:0:0:1, 5+0:1:0:0:1, 2+0:0:0:0:0, 5+0:1:0:0:1, 8+0:2:0:0:2, 4+0:0:0:0:0, 1+0:0:0:0:0, 4+0:2:0:0:2, 6+0:3:1:0:3, 4+0:2:0:0:2, 6+0:2:0:0:2, 5+0:1:0:0:1, 5+0:1:0:0:1, 2+0:0:0:0:0, 4+1:1:0:0:1, 3+0:0:0:0:0, 6+0:1:0:0:1, 4+0:0:0:0:0, 7+2:3:1:0:3, 5+0:1:0:0:1, 7+1:4:1:0:4, 7+0:2:0:0:2, 4+0:0:0:0:0, 6+0:2:0:0:2, 6+0:2:0:0:2, 5+0:0:0:0:0, 5+0:0:0:0:0, 3+0:1:0:0:1, 7+0:0:0:0:0, 3+1:1:0:0:1, 6+0:3:0:0:3, 5+0:2:0:0:2, 6+0:3:0:0:3, 6+0:2:0:0:2, 2+0:0:0:0:0, 176+5:44:3:0:44
